DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
OPENJPA,4,78.78103837471784,RandomForest,BestFirst(Bi-directional),None,None,0.42857142857142855,0.06382978723404255,0.6563263920325939,0.08965517241379388,6.0,8.0,932.0,88.0
OPENJPA,4,78.78103837471784,NaiveBayes,BestFirst(Bi-directional),None,None,0.5882352941176471,0.10638297872340426,0.7688660027161611,0.15669755686604891,10.0,7.0,933.0,84.0
OPENJPA,4,78.78103837471784,IBk,BestFirst(Bi-directional),None,None,0.4074074074074074,0.11702127659574468,0.7270597555454957,0.14722004698512184,11.0,16.0,924.0,83.0
OPENJPA,4,78.78103837471784,RandomForest,None,OverSampling,None,0.12,0.1595744680851064,0.6570224083295609,0.037054191755442306,15.0,110.0,830.0,79.0
OPENJPA,4,78.78103837471784,NaiveBayes,None,OverSampling,None,0.35294117647058826,0.06382978723404255,0.7821638750565867,0.08256107834877899,6.0,11.0,929.0,88.0
OPENJPA,4,78.78103837471784,IBk,None,OverSampling,None,0.10852713178294573,0.14893617021276595,0.7055737890448167,0.022779043280182213,14.0,115.0,825.0,80.0
OPENJPA,4,78.78103837471784,RandomForest,None,UnderSampling,None,0.1360381861575179,0.6063829787234043,0.6599932095971027,0.08657648283038501,57.0,362.0,578.0,37.0
OPENJPA,4,78.78103837471784,NaiveBayes,None,UnderSampling,None,0.3333333333333333,0.10638297872340426,0.7320733363512901,0.12269938650306739,10.0,20.0,920.0,84.0
OPENJPA,4,78.78103837471784,IBk,None,UnderSampling,None,0.10526315789473684,0.5106382978723404,0.5670099592575826,0.02802646944336311,48.0,408.0,532.0,46.0
OPENJPA,4,78.78103837471784,RandomForest,None,SMOTE,None,0.34,0.18085106382978725,0.6724422815753734,0.18463611859838244,17.0,33.0,907.0,77.0
OPENJPA,4,78.78103837471784,NaiveBayes,None,SMOTE,None,0.3333333333333333,0.0851063829787234,0.784517881394296,0.1024000000000005,8.0,16.0,924.0,86.0
OPENJPA,4,78.78103837471784,IBk,None,SMOTE,None,0.2692307692307692,0.14893617021276595,0.7312188773200543,0.1358189081225031,14.0,38.0,902.0,80.0
OPENJPA,4,78.78103837471784,RandomForest,None,None,SensitiveLearning,0.13414634146341464,0.11702127659574468,0.6408725667722952,0.04401805869074531,11.0,71.0,869.0,83.0
OPENJPA,4,78.78103837471784,NaiveBayes,None,None,SensitiveLearning,0.3888888888888889,0.07446808510638298,0.7687245359891354,0.09866220735785909,7.0,11.0,929.0,87.0
OPENJPA,4,78.78103837471784,IBk,None,None,SensitiveLearning,0.1125,0.09574468085106383,0.7139373019465821,0.021664766248574385,9.0,71.0,869.0,85.0
OPENJPA,4,78.78103837471784,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.10077519379844961,0.13829787234042554,0.6234495246717972,0.012756264236902385,13.0,116.0,824.0,81.0
OPENJPA,4,78.78103837471784,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.6153846153846154,0.1702127659574468,0.7712426437301947,0.23659305993690838,16.0,10.0,930.0,78.0
OPENJPA,4,78.78103837471784,IBk,BestFirst(Bi-directional),OverSampling,None,0.12413793103448276,0.19148936170212766,0.691902444545043,0.04531851218469439,18.0,127.0,813.0,76.0
OPENJPA,4,78.78103837471784,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.13746630727762804,0.5425531914893617,0.6602591670439113,0.08689686713926362,51.0,320.0,620.0,43.0
OPENJPA,4,78.78103837471784,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.5925925925925926,0.1702127659574468,0.7374320959710277,0.23335943617854385,16.0,11.0,929.0,78.0
OPENJPA,4,78.78103837471784,IBk,BestFirst(Bi-directional),UnderSampling,None,0.13784461152882205,0.5851063829787234,0.6488343141693074,0.08908108108108113,55.0,344.0,596.0,39.0
OPENJPA,4,78.78103837471784,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.3684210526315789,0.14893617021276595,0.680449298325034,0.1686046511627909,14.0,24.0,916.0,80.0
OPENJPA,4,78.78103837471784,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.5714285714285714,0.1702127659574468,0.7896276595744681,0.23017107309486698,16.0,12.0,928.0,78.0
OPENJPA,4,78.78103837471784,IBk,BestFirst(Bi-directional),SMOTE,None,0.3157894736842105,0.19148936170212766,0.7433736985061113,0.18228829993535894,18.0,39.0,901.0,76.0
OPENJPA,4,78.78103837471784,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.1411764705882353,0.1276595744680851,0.6492530556813038,0.05225125069483098,12.0,73.0,867.0,82.0
OPENJPA,4,78.78103837471784,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.6,0.1595744680851064,0.7688660027161611,0.22239872915011907,15.0,10.0,930.0,79.0
OPENJPA,4,78.78103837471784,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.16279069767441862,0.14893617021276595,0.7270597555454957,0.0752212389380532,14.0,72.0,868.0,80.0
OPENJPA,5,82.09231805929919,RandomForest,None,None,None,0.4444444444444444,0.039603960396039604,0.7100975690084601,0.05808256306901053,4.0,5.0,957.0,97.0
OPENJPA,5,82.09231805929919,NaiveBayes,None,None,None,0.4,0.0594059405940594,0.8004878450423005,0.08086266815211363,6.0,9.0,953.0,95.0
OPENJPA,5,82.09231805929919,IBk,None,None,None,0.4090909090909091,0.0891089108910891,0.7336716000082337,0.11630576778433202,9.0,13.0,949.0,92.0
OPENJPA,5,82.09231805929919,RandomForest,BestFirst(Bi-directional),None,None,0.46153846153846156,0.0594059405940594,0.6581739774809082,0.08544485306521832,6.0,7.0,955.0,95.0
