DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.4782608695652174,0.41509433962264153,0.7067039106145251,0.36880462401921127,22.0,24.0,334.0,31.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.4,0.03773584905660377,0.7427005375777379,0.04779474858417777,2.0,3.0,355.0,51.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),SMOTE,None,0.3902439024390244,0.3018867924528302,0.7111837250975018,0.256824545030331,16.0,25.0,333.0,37.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.25225225225225223,0.5283018867924528,0.7135817434383894,0.20219993529602065,28.0,83.0,275.0,25.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.4,0.03773584905660377,0.7696584800252978,0.04779474858417777,2.0,3.0,355.0,51.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.18055555555555555,0.24528301886792453,0.6969010224517761,0.06981688498731212,13.0,59.0,299.0,40.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,None,None,0.5263157894736842,0.25,0.7430051813471502,0.29643431862454506,10.0,9.0,377.0,30.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,None,None,0.3333333333333333,0.025,0.8065738341968912,0.03385330235645547,1.0,2.0,384.0,39.0
BOOKKEEPER,6,81.3566739606127,IBk,None,None,None,0.48148148148148145,0.325,0.7795012953367876,0.33795769843074847,13.0,14.0,372.0,27.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),None,None,0.38095238095238093,0.2,0.7305699481865285,0.21130585040730704,8.0,13.0,373.0,32.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),None,None,0.5,0.025,0.8093264248704664,0.03902549063839341,1.0,1.0,385.0,39.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),None,None,0.3103448275862069,0.225,0.7438795336787565,0.1975326881879299,9.0,20.0,366.0,31.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,OverSampling,None,0.3023255813953488,0.325,0.733711139896373,0.2392380474967103,13.0,30.0,356.0,27.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,OverSampling,None,0.5,0.05,0.8113018134715025,0.0751194094659142,2.0,2.0,384.0,38.0
BOOKKEEPER,6,81.3566739606127,IBk,None,OverSampling,None,0.29411764705882354,0.375,0.780440414507772,0.2508216571527419,15.0,36.0,350.0,25.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,UnderSampling,None,0.26666666666666666,0.6,0.7763924870466321,0.2749688667496886,24.0,66.0,320.0,16.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,UnderSampling,None,0.4,0.05,0.7607836787564767,0.06947256259989416,2.0,3.0,383.0,38.0
BOOKKEEPER,6,81.3566739606127,IBk,None,UnderSampling,None,0.23655913978494625,0.55,0.747571243523316,0.22967207119346586,22.0,71.0,315.0,18.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,SMOTE,None,0.5172413793103449,0.375,0.7438471502590673,0.38634852626135796,15.0,14.0,372.0,25.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,SMOTE,None,0.6666666666666666,0.1,0.7945919689119171,0.1531701192718146,4.0,2.0,384.0,36.0
BOOKKEEPER,6,81.3566739606127,IBk,None,SMOTE,None,0.5,0.4,0.7987370466321243,0.39385315879339755,16.0,16.0,370.0,24.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,None,SensitiveLearning,0.225,0.45,0.7372085492227979,0.19982110912343487,18.0,62.0,324.0,22.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,None,SensitiveLearning,0.3333333333333333,0.025,0.8065738341968912,0.03385330235645547,1.0,2.0,384.0,39.0
BOOKKEEPER,6,81.3566739606127,IBk,None,None,SensitiveLearning,0.23636363636363636,0.325,0.7795012953367876,0.18508455780426947,13.0,42.0,344.0,27.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.22807017543859648,0.325,0.699449481865285,0.17724824547086668,13.0,44.0,342.0,27.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.6666666666666666,0.05,0.8009715025906736,0.08098240955857919,2.0,1.0,385.0,38.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),OverSampling,None,0.1935483870967742,0.3,0.7133419689119171,0.13675568949392075,12.0,50.0,336.0,28.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.2391304347826087,0.55,0.7319300518134715,0.23293501391389745,22.0,70.0,316.0,18.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.5,0.025,0.7855246113989637,0.03902549063839341,1.0,1.0,385.0,39.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),UnderSampling,None,0.18518518518518517,0.5,0.7044365284974093,0.15438906043228948,20.0,88.0,298.0,20.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.3333333333333333,0.25,0.7477007772020725,0.22319474835886202,10.0,20.0,366.0,30.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.75,0.075,0.7980246113989637,0.12136343899261914,3.0,1.0,385.0,37.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),SMOTE,None,0.2777777777777778,0.25,0.743490932642487,0.19121236777868175,10.0,26.0,360.0,30.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.23076923076923078,0.525,0.736431347150259,0.21868688950253456,21.0,70.0,316.0,19.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.6666666666666666,0.05,0.8093264248704664,0.08098240955857919,2.0,1.0,385.0,38.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.15789473684210525,0.225,0.7438795336787565,0.08454382242533026,9.0,48.0,338.0,31.0
