DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,4,73.96408839779005,RandomForest,None,None,SensitiveLearning,0.226890756302521,0.5625,0.6878166160081054,0.1733579120985738,27.0,92.0,237.0,21.0
BOOKKEEPER,4,73.96408839779005,NaiveBayes,None,None,SensitiveLearning,0.2,0.020833333333333332,0.8512537993920972,0.014050561509666002,1.0,4.0,325.0,47.0
BOOKKEEPER,4,73.96408839779005,IBk,None,None,SensitiveLearning,0.16216216216216217,0.25,0.6716058763931104,0.04998714322447916,12.0,62.0,267.0,36.0
BOOKKEEPER,4,73.96408839779005,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.2857142857142857,0.4166666666666667,0.7028558763931104,0.2213631308584442,20.0,50.0,279.0,28.0
BOOKKEEPER,4,73.96408839779005,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.4444444444444444,0.08333333333333333,0.7987905268490375,0.10433939393939373,4.0,5.0,324.0,44.0
BOOKKEEPER,4,73.96408839779005,IBk,BestFirst(Bi-directional),OverSampling,None,0.1875,0.25,0.618161094224924,0.0804878048780487,12.0,52.0,277.0,36.0
BOOKKEEPER,4,73.96408839779005,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.3218390804597701,0.5833333333333334,0.7421795845997974,0.299931833674165,28.0,59.0,270.0,20.0
BOOKKEEPER,4,73.96408839779005,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.45454545454545453,0.10416666666666667,0.8067059270516718,0.1280974182281586,5.0,6.0,323.0,43.0
BOOKKEEPER,4,73.96408839779005,IBk,BestFirst(Bi-directional),UnderSampling,None,0.19607843137254902,0.4166666666666667,0.6453584093211753,0.11309294666153386,20.0,82.0,247.0,28.0
BOOKKEEPER,4,73.96408839779005,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.34545454545454546,0.3958333333333333,0.7153622087132725,0.2696193854132513,19.0,36.0,293.0,29.0
BOOKKEEPER,4,73.96408839779005,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.5714285714285714,0.08333333333333333,0.8515387537993921,0.11683197926531393,4.0,3.0,326.0,44.0
BOOKKEEPER,4,73.96408839779005,IBk,BestFirst(Bi-directional),SMOTE,None,0.2653061224489796,0.2708333333333333,0.6671415906788247,0.1599874470422093,13.0,36.0,293.0,35.0
